contractID;contractType;riskFactorID;type;time;payoff;currency;nominalValue;nominalRate;nominalAccrued;reportingLine;reportingLineDesc;Date;ReportingDate;DiffToReportingDate;TimeBucket
annuity01;ANN;UST5Y_steadyRates;IP;2022-10-17;286.869034581486;CHF;269375.395443126;0.01263;0;32;Money market mortgages;2022-10-17;2024-01-01;-441;999
annuity01;ANN;UST5Y_steadyRates;PR;2022-11-17;3187.60879676407;CHF;266187.786646362;0.01263;283.51760370389;32;Money market mortgages;2022-11-17;2024-01-01;-410;999
annuity01;ANN;UST5Y_steadyRates;IP;2022-11-17;283.51760370389;CHF;266187.786646362;0.01263;0;32;Money market mortgages;2022-11-17;2024-01-01;-410;999
annuity01;ANN;UST5Y_steadyRates;PR;2022-12-17;3190.96375502267;CHF;262996.822891339;0.01263;280.162645445296;32;Money market mortgages;2022-12-17;2024-01-01;-380;999
annuity01;ANN;UST5Y_steadyRates;IP;2022-12-17;280.162645445296;CHF;262996.822891339;0.01263;0;32;Money market mortgages;2022-12-17;2024-01-01;-380;999
annuity01;ANN;UST5Y_steadyRates;RR;2022-12-31;0;CHF;262996.822891339;0.028372;119.948467640358;32;Money market mortgages;2022-12-31;2024-01-01;-366;999
annuity01;ANN;UST5Y_steadyRates;PRF;2022-12-31;0;CHF;262996.822891339;0.028372;119.948467640358;32;Money market mortgages;2022-12-31;2024-01-01;-366;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-01-17;3179.15489822594;CHF;259817.667993113;0.028372;472.308688763254;32;Money market mortgages;2023-01-17;2024-01-01;-349;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-01-17;472.308688763254;CHF;259817.667993113;0.028372;0;32;Money market mortgages;2023-01-17;2024-01-01;-349;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-02-17;3037.16801396414;CHF;256780.499979149;0.028372;614.295573025051;32;Money market mortgages;2023-02-17;2024-01-01;-318;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-02-17;614.295573025051;CHF;256780.499979149;0.028372;0;32;Money market mortgages;2023-02-17;2024-01-01;-318;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-03-17;3044.34889153849;CHF;253736.151087611;0.028372;607.114695450702;32;Money market mortgages;2023-03-17;2024-01-01;-290;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-03-17;607.114695450702;CHF;253736.151087611;0.028372;0;32;Money market mortgages;2023-03-17;2024-01-01;-290;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-04-17;3051.54674710105;CHF;250684.60434051;0.028372;599.916839888141;32;Money market mortgages;2023-04-17;2024-01-01;-259;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-04-17;599.916839888141;CHF;250684.60434051;0.028372;0;32;Money market mortgages;2023-04-17;2024-01-01;-259;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-05-17;3058.76162079345;CHF;247625.842719716;0.028372;592.701966195745;32;Money market mortgages;2023-05-17;2024-01-01;-229;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-05-17;592.701966195745;CHF;247625.842719716;0.028372;0;32;Money market mortgages;2023-05-17;2024-01-01;-229;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-06-17;3065.99355285221;CHF;244559.849166864;0.028372;585.470034136982;32;Money market mortgages;2023-06-17;2024-01-01;-198;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-06-17;585.470034136982;CHF;244559.849166864;0.028372;0;32;Money market mortgages;2023-06-17;2024-01-01;-198;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-07-17;3073.242583609;CHF;241486.606583255;0.028372;578.221003380189;32;Money market mortgages;2023-07-17;2024-01-01;-168;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-07-17;578.221003380189;CHF;241486.606583255;0.028372;0;32;Money market mortgages;2023-07-17;2024-01-01;-168;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-08-17;3080.50875349085;CHF;238406.097829764;0.028372;570.954833498343;32;Money market mortgages;2023-08-17;2024-01-01;-137;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-08-17;570.954833498343;CHF;238406.097829764;0.028372;0;32;Money market mortgages;2023-08-17;2024-01-01;-137;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-09-17;3087.79210302035;CHF;235318.305726744;0.028372;563.671483968839;32;Money market mortgages;2023-09-17;2024-01-01;-106;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-09-17;563.671483968839;CHF;235318.305726744;0.028372;0;32;Money market mortgages;2023-09-17;2024-01-01;-106;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-10-17;3095.09267281593;CHF;232223.213053928;0.028372;556.370914173265;32;Money market mortgages;2023-10-17;2024-01-01;-76;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-10-17;556.370914173265;CHF;232223.213053928;0.028372;0;32;Money market mortgages;2023-10-17;2024-01-01;-76;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-11-17;3102.41050359202;CHF;229120.802550336;0.028372;549.05308339717;32;Money market mortgages;2023-11-17;2024-01-01;-45;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-11-17;549.05308339717;CHF;229120.802550336;0.028372;0;32;Money market mortgages;2023-11-17;2024-01-01;-45;999
annuity01;ANN;UST5Y_steadyRates;PR;2023-12-17;3109.74563615935;CHF;226011.056914177;0.028372;541.717950829844;32;Money market mortgages;2023-12-17;2024-01-01;-15;999
annuity01;ANN;UST5Y_steadyRates;IP;2023-12-17;541.717950829844;CHF;226011.056914177;0.028372;0;32;Money market mortgages;2023-12-17;2024-01-01;-15;999
annuity01;ANN;UST5Y_steadyRates;RR;2023-12-31;0;CHF;226011.056914177;0.025865;231.558372744437;32;Money market mortgages;2023-12-31;2024-01-01;-1;999
annuity01;ANN;UST5Y_steadyRates;PRF;2023-12-31;0;CHF;226011.056914177;0.025865;231.558372744437;32;Money market mortgages;2023-12-31;2024-01-01;-1;999
annuity01;ANN;UST5Y_steadyRates;PR;2024-01-17;3119.03699535888;CHF;222892.019918818;0.025865;507.608905467903;32;Money market mortgages;2024-01-17;2024-01-01;16;2
annuity01;ANN;UST5Y_steadyRates;IP;2024-01-17;507.608905467903;CHF;222892.019918818;0.025865;0;32;Money market mortgages;2024-01-17;2024-01-01;16;2
annuity01;ANN;UST5Y_steadyRates;PR;2024-02-17;3146.22072622677;CHF;219745.799192591;0.025865;480.425174600018;32;Money market mortgages;2024-02-17;2024-01-01;47;3
annuity01;ANN;UST5Y_steadyRates;IP;2024-02-17;480.425174600018;CHF;219745.799192591;0.025865;0;32;Money market mortgages;2024-02-17;2024-01-01;47;3
annuity01;ANN;UST5Y_steadyRates;PR;2024-03-17;3153.00214281709;CHF;216592.797049774;0.025865;473.643758009697;32;Money market mortgages;2024-03-17;2024-01-01;76;3
annuity01;ANN;UST5Y_steadyRates;IP;2024-03-17;473.643758009697;CHF;216592.797049774;0.025865;0;32;Money market mortgages;2024-03-17;2024-01-01;76;3
annuity01;ANN;UST5Y_steadyRates;PR;2024-04-17;3159.79817618576;CHF;213432.998873588;0.025865;466.847724641033;32;Money market mortgages;2024-04-17;2024-01-01;107;4
annuity01;ANN;UST5Y_steadyRates;IP;2024-04-17;466.847724641033;CHF;213432.998873588;0.025865;0;32;Money market mortgages;2024-04-17;2024-01-01;107;4
annuity01;ANN;UST5Y_steadyRates;PR;2024-05-17;3166.60885783801;CHF;210266.39001575;0.025865;460.037042988779;32;Money market mortgages;2024-05-17;2024-01-01;137;4
annuity01;ANN;UST5Y_steadyRates;IP;2024-05-17;460.037042988779;CHF;210266.39001575;0.025865;0;32;Money market mortgages;2024-05-17;2024-01-01;137;4
annuity01;ANN;UST5Y_steadyRates;PR;2024-06-17;3173.43421934701;CHF;207092.955796403;0.025865;453.211681479781;32;Money market mortgages;2024-06-17;2024-01-01;168;4
annuity01;ANN;UST5Y_steadyRates;IP;2024-06-17;453.211681479781;CHF;207092.955796403;0.025865;0;32;Money market mortgages;2024-06-17;2024-01-01;168;4
annuity01;ANN;UST5Y_steadyRates;PR;2024-07-17;3180.27429235396;CHF;203912.681504049;0.025865;446.37160847283;32;Money market mortgages;2024-07-17;2024-01-01;198;5
annuity01;ANN;UST5Y_steadyRates;IP;2024-07-17;446.37160847283;CHF;203912.681504049;0.025865;0;32;Money market mortgages;2024-07-17;2024-01-01;198;5
annuity01;ANN;UST5Y_steadyRates;PR;2024-08-17;3187.12910856827;CHF;200725.552395481;0.025865;439.516792258519;32;Money market mortgages;2024-08-17;2024-01-01;229;5
annuity01;ANN;UST5Y_steadyRates;IP;2024-08-17;439.516792258519;CHF;200725.552395481;0.025865;0;32;Money market mortgages;2024-08-17;2024-01-01;229;5
annuity01;ANN;UST5Y_steadyRates;PR;2024-09-17;3193.9986997677;CHF;197531.553695713;0.025865;432.647201059092;32;Money market mortgages;2024-09-17;2024-01-01;260;5
annuity01;ANN;UST5Y_steadyRates;IP;2024-09-17;432.647201059092;CHF;197531.553695713;0.025865;0;32;Money market mortgages;2024-09-17;2024-01-01;260;5
annuity01;ANN;UST5Y_steadyRates;PR;2024-10-17;3200.88309779849;CHF;194330.670597915;0.025865;425.762803028301;32;Money market mortgages;2024-10-17;2024-01-01;290;6
annuity01;ANN;UST5Y_steadyRates;IP;2024-10-17;425.762803028301;CHF;194330.670597915;0.025865;0;32;Money market mortgages;2024-10-17;2024-01-01;290;6
annuity01;ANN;UST5Y_steadyRates;PR;2024-11-17;3207.78233457553;CHF;191122.888263339;0.025865;418.863566251255;32;Money market mortgages;2024-11-17;2024-01-01;321;6
annuity01;ANN;UST5Y_steadyRates;IP;2024-11-17;418.863566251255;CHF;191122.888263339;0.025865;0;32;Money market mortgages;2024-11-17;2024-01-01;321;6
annuity01;ANN;UST5Y_steadyRates;PR;2024-12-17;3214.69644208252;CHF;187908.191821257;0.025865;411.949458744272;32;Money market mortgages;2024-12-17;2024-01-01;351;6
annuity01;ANN;UST5Y_steadyRates;IP;2024-12-17;411.949458744272;CHF;187908.191821257;0.025865;0;32;Money market mortgages;2024-12-17;2024-01-01;351;6
annuity01;ANN;UST5Y_steadyRates;RR;2024-12-31;0;CHF;187908.191821257;0.027285;175.508860997051;32;Money market mortgages;2024-12-31;2024-01-01;365;6
annuity01;ANN;UST5Y_steadyRates;PRF;2024-12-31;0;CHF;187908.191821257;0.027285;175.508860997051;32;Money market mortgages;2024-12-31;2024-01-01;365;6
annuity01;ANN;UST5Y_steadyRates;PR;2025-01-17;3220.60640293349;CHF;184687.585418323;0.027285;417.620736650748;32;Money market mortgages;2025-01-17;2024-01-01;382;7
annuity01;ANN;UST5Y_steadyRates;IP;2025-01-17;417.620736650748;CHF;184687.585418323;0.027285;0;32;Money market mortgages;2025-01-17;2024-01-01;382;7
annuity01;ANN;UST5Y_steadyRates;PR;2025-02-17;3218.29374223932;CHF;181469.291676084;0.027285;419.933397344912;32;Money market mortgages;2025-02-17;2024-01-01;413;7
annuity01;ANN;UST5Y_steadyRates;IP;2025-02-17;419.933397344912;CHF;181469.291676084;0.027285;0;32;Money market mortgages;2025-02-17;2024-01-01;413;7
annuity01;ANN;UST5Y_steadyRates;PR;2025-03-17;3225.61133763574;CHF;178243.680338448;0.027285;412.615801948495;32;Money market mortgages;2025-03-17;2024-01-01;441;7
annuity01;ANN;UST5Y_steadyRates;IP;2025-03-17;412.615801948495;CHF;178243.680338448;0.027285;0;32;Money market mortgages;2025-03-17;2024-01-01;441;7
annuity01;ANN;UST5Y_steadyRates;PR;2025-04-17;3232.94557141469;CHF;175010.734767033;0.027285;405.281568169546;32;Money market mortgages;2025-04-17;2024-01-01;472;7
annuity01;ANN;UST5Y_steadyRates;IP;2025-04-17;405.281568169546;CHF;175010.734767033;0.027285;0;32;Money market mortgages;2025-04-17;2024-01-01;472;7
annuity01;ANN;UST5Y_steadyRates;PR;2025-05-17;3240.29648140769;CHF;171770.438285626;0.027285;397.930658176542;32;Money market mortgages;2025-05-17;2024-01-01;502;7
annuity01;ANN;UST5Y_steadyRates;IP;2025-05-17;397.930658176542;CHF;171770.438285626;0.027285;0;32;Money market mortgages;2025-05-17;2024-01-01;502;7
annuity01;ANN;UST5Y_steadyRates;PR;2025-06-17;3247.66410553229;CHF;168522.774180093;0.027285;390.563034051941;32;Money market mortgages;2025-06-17;2024-01-01;533;7
annuity01;ANN;UST5Y_steadyRates;IP;2025-06-17;390.563034051941;CHF;168522.774180093;0.027285;0;32;Money market mortgages;2025-06-17;2024-01-01;533;7
annuity01;ANN;UST5Y_steadyRates;PR;2025-07-17;3255.04848179225;CHF;165267.725698301;0.027285;383.178657791987;32;Money market mortgages;2025-07-17;2024-01-01;563;8
annuity01;ANN;UST5Y_steadyRates;IP;2025-07-17;383.178657791987;CHF;165267.725698301;0.027285;0;32;Money market mortgages;2025-07-17;2024-01-01;563;8
annuity01;ANN;UST5Y_steadyRates;PR;2025-08-17;3262.44964827772;CHF;162005.276050023;0.027285;375.777491306512;32;Money market mortgages;2025-08-17;2024-01-01;594;8
annuity01;ANN;UST5Y_steadyRates;IP;2025-08-17;375.777491306512;CHF;162005.276050023;0.027285;0;32;Money market mortgages;2025-08-17;2024-01-01;594;8
annuity01;ANN;UST5Y_steadyRates;PR;2025-09-17;3269.86764316549;CHF;158735.408406858;0.027285;368.359496418741;32;Money market mortgages;2025-09-17;2024-01-01;625;8
annuity01;ANN;UST5Y_steadyRates;IP;2025-09-17;368.359496418741;CHF;158735.408406858;0.027285;0;32;Money market mortgages;2025-09-17;2024-01-01;625;8
annuity01;ANN;UST5Y_steadyRates;PR;2025-10-17;3277.30250471914;CHF;155458.105902139;0.027285;360.924634865093;32;Money market mortgages;2025-10-17;2024-01-01;655;8
annuity01;ANN;UST5Y_steadyRates;IP;2025-10-17;360.924634865093;CHF;155458.105902139;0.027285;0;32;Money market mortgages;2025-10-17;2024-01-01;655;8
annuity01;ANN;UST5Y_steadyRates;PR;2025-11-17;3284.75427128925;CHF;152173.351630849;0.027285;353.472868294988;32;Money market mortgages;2025-11-17;2024-01-01;686;8
annuity01;ANN;UST5Y_steadyRates;IP;2025-11-17;353.472868294988;CHF;152173.351630849;0.027285;0;32;Money market mortgages;2025-11-17;2024-01-01;686;8
annuity01;ANN;UST5Y_steadyRates;PR;2025-12-17;3292.22298131359;CHF;148881.128649536;0.027285;346.004158270644;32;Money market mortgages;2025-12-17;2024-01-01;716;8
annuity01;ANN;UST5Y_steadyRates;IP;2025-12-17;346.004158270644;CHF;148881.128649536;0.027285;0;32;Money market mortgages;2025-12-17;2024-01-01;716;8
annuity01;ANN;UST5Y_steadyRates;RR;2025-12-31;0;CHF;148881.128649536;0.028796;146.691335382316;32;Money market mortgages;2025-12-31;2024-01-01;730;8
annuity01;ANN;UST5Y_steadyRates;PRF;2025-12-31;0;CHF;148881.128649536;0.028796;146.691335382316;32;Money market mortgages;2025-12-31;2024-01-01;730;8
annuity01;ANN;UST5Y_steadyRates;PR;2026-01-17;3298.78736525107;CHF;145582.341284285;0.028796;349.141548354717;32;Money market mortgages;2026-01-17;2024-01-01;747;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-01-17;349.141548354717;CHF;145582.341284285;0.028796;0;32;Money market mortgages;2026-01-17;2024-01-01;747;9
annuity01;ANN;UST5Y_steadyRates;PR;2026-02-17;3298.5798219706;CHF;142283.761462314;0.028796;349.349091635189;32;Money market mortgages;2026-02-17;2024-01-01;778;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-02-17;349.349091635189;CHF;142283.761462314;0.028796;0;32;Money market mortgages;2026-02-17;2024-01-01;778;9
annuity01;ANN;UST5Y_steadyRates;PR;2026-03-17;3306.49531401672;CHF;138977.266148297;0.028796;341.433599589067;32;Money market mortgages;2026-03-17;2024-01-01;806;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-03-17;341.433599589067;CHF;138977.266148297;0.028796;0;32;Money market mortgages;2026-03-17;2024-01-01;806;9
annuity01;ANN;UST5Y_steadyRates;PR;2026-04-17;3314.42980060526;CHF;135662.836347692;0.028796;333.499113000531;32;Money market mortgages;2026-04-17;2024-01-01;837;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-04-17;333.499113000531;CHF;135662.836347692;0.028796;0;32;Money market mortgages;2026-04-17;2024-01-01;837;9
annuity01;ANN;UST5Y_steadyRates;PR;2026-05-17;3322.38332731678;CHF;132340.453020375;0.028796;325.545586289012;32;Money market mortgages;2026-05-17;2024-01-01;867;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-05-17;325.545586289012;CHF;132340.453020375;0.028796;0;32;Money market mortgages;2026-05-17;2024-01-01;867;9
annuity01;ANN;UST5Y_steadyRates;PR;2026-06-17;3330.35593984123;CHF;129010.097080534;0.028796;317.572973764561;32;Money market mortgages;2026-06-17;2024-01-01;898;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-06-17;317.572973764561;CHF;129010.097080534;0.028796;0;32;Money market mortgages;2026-06-17;2024-01-01;898;9
annuity01;ANN;UST5Y_steadyRates;PR;2026-07-17;3338.3476839782;CHF;125671.749396556;0.028796;309.581229627589;32;Money market mortgages;2026-07-17;2024-01-01;928;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-07-17;309.581229627589;CHF;125671.749396556;0.028796;0;32;Money market mortgages;2026-07-17;2024-01-01;928;9
annuity01;ANN;UST5Y_steadyRates;PR;2026-08-17;3346.35860563719;CHF;122325.390790919;0.028796;301.570307968602;32;Money market mortgages;2026-08-17;2024-01-01;959;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-08-17;301.570307968602;CHF;122325.390790919;0.028796;0;32;Money market mortgages;2026-08-17;2024-01-01;959;9
annuity01;ANN;UST5Y_steadyRates;PR;2026-09-17;3354.38875083785;CHF;118971.002040081;0.028796;293.540162767942;32;Money market mortgages;2026-09-17;2024-01-01;990;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-09-17;293.540162767942;CHF;118971.002040081;0.028796;0;32;Money market mortgages;2026-09-17;2024-01-01;990;9
annuity01;ANN;UST5Y_steadyRates;PR;2026-10-17;3362.43816571028;CHF;115608.563874371;0.028796;285.490747895514;32;Money market mortgages;2026-10-17;2024-01-01;1020;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-10-17;285.490747895514;CHF;115608.563874371;0.028796;0;32;Money market mortgages;2026-10-17;2024-01-01;1020;9
annuity01;ANN;UST5Y_steadyRates;PR;2026-11-17;3370.50689649526;CHF;112238.056977875;0.028796;277.422017110531;32;Money market mortgages;2026-11-17;2024-01-01;1051;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-11-17;277.422017110531;CHF;112238.056977875;0.028796;0;32;Money market mortgages;2026-11-17;2024-01-01;1051;9
annuity01;ANN;UST5Y_steadyRates;PR;2026-12-17;3378.59498954455;CHF;108859.461988331;0.028796;269.333924061242;32;Money market mortgages;2026-12-17;2024-01-01;1081;9
annuity01;ANN;UST5Y_steadyRates;IP;2026-12-17;269.333924061242;CHF;108859.461988331;0.028796;0;32;Money market mortgages;2026-12-17;2024-01-01;1081;9
annuity01;ANN;UST5Y_steadyRates;RR;2026-12-31;0;CHF;108859.461988331;0.028509;113.198116323355;32;Money market mortgages;2026-12-31;2024-01-01;1095;9
annuity01;ANN;UST5Y_steadyRates;PRF;2026-12-31;0;CHF;108859.461988331;0.028509;113.198116323355;32;Money market mortgages;2026-12-31;2024-01-01;1095;9
annuity01;ANN;UST5Y_steadyRates;PR;2027-01-17;3386.84083382788;CHF;105472.621154503;0.028509;259.751074187328;32;Money market mortgages;2027-01-17;2024-01-01;1112;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-01-17;259.751074187328;CHF;105472.621154503;0.028509;0;32;Money market mortgages;2027-01-17;2024-01-01;1112;10
annuity01;ANN;UST5Y_steadyRates;PR;2027-02-17;3396.0153283074;CHF;102076.605826196;0.028509;250.57657970781;32;Money market mortgages;2027-02-17;2024-01-01;1143;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-02-17;250.57657970781;CHF;102076.605826196;0.028509;0;32;Money market mortgages;2027-02-17;2024-01-01;1143;10
annuity01;ANN;UST5Y_steadyRates;PR;2027-03-17;3404.08341172362;CHF;98672.522414472;0.028509;242.508496291584;32;Money market mortgages;2027-03-17;2024-01-01;1171;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-03-17;242.508496291584;CHF;98672.522414472;0.028509;0;32;Money market mortgages;2027-03-17;2024-01-01;1171;10
annuity01;ANN;UST5Y_steadyRates;PR;2027-04-17;3412.17066288903;CHF;95260.351751583;0.028509;234.421245126182;32;Money market mortgages;2027-04-17;2024-01-01;1202;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-04-17;234.421245126182;CHF;95260.351751583;0.028509;0;32;Money market mortgages;2027-04-17;2024-01-01;1202;10
annuity01;ANN;UST5Y_steadyRates;PR;2027-05-17;3420.27712734139;CHF;91840.0746242416;0.028509;226.314780673823;32;Money market mortgages;2027-05-17;2024-01-01;1232;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-05-17;226.314780673823;CHF;91840.0746242416;0.028509;0;32;Money market mortgages;2027-05-17;2024-01-01;1232;10
annuity01;ANN;UST5Y_steadyRates;PR;2027-06-17;3428.40285072667;CHF;88411.6717735149;0.028509;218.189057288542;32;Money market mortgages;2027-06-17;2024-01-01;1263;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-06-17;218.189057288542;CHF;88411.6717735149;0.028509;0;32;Money market mortgages;2027-06-17;2024-01-01;1263;10
